2026-04-19 01:24:40,665 [INFO] Reading raw offers from C:\Users\marouane\Desktop\FindJob\transformers\data\rekrute_raw.json
2026-04-19 01:24:40,668 [INFO] Loaded 91 raw offers
2026-04-19 01:24:41,313 [INFO] Transformed offer | poste='Data Scientist Sénior SQL/Python' | societe='Alten' | lieu='Rabat et région' | contrat=CDI | exp=Confirmé | tech=8 | missions=7 | competences=3
2026-04-19 01:24:41,320 [INFO] Transformed offer | poste='DATA Engineer' | societe='Alten' | lieu='Rabat et région' | contrat=CDI | exp=Intermédiaire | tech=8 | missions=10 | competences=7
2026-04-19 01:24:41,324 [INFO] Transformed offer | poste='Data Analyst' | societe='Alten' | lieu='Rabat et région' | contrat=CDI | exp=Junior | tech=6 | missions=1 | competences=1
2026-04-19 01:24:41,329 [INFO] Transformed offer | poste='Data Scientist' | societe='Alten' | lieu='Rabat et région' | contrat=CDI | exp=Junior | tech=5 | missions=1 | competences=1
2026-04-19 01:24:41,333 [INFO] Transformed offer | poste='Data Engineer' | societe='Alten' | lieu='Rabat et région' | contrat=CDI | exp=Junior | tech=10 | missions=1 | competences=1
2026-04-19 01:24:41,341 [INFO] Transformed offer | poste='Project Management Officer' | societe='Alten' | lieu='Rabat et région' | contrat=CDI | exp=Confirmé | tech=1 | missions=8 | competences=10
2026-04-19 01:24:41,354 [INFO] Transformed offer | poste='Accounting Data Integration specialist – Manager & Experienced Consultant' | societe='Deloitte' | lieu='Casablanca et région' | contrat=CDI | exp=Intermédiaire | tech=2 | missions=2 | competences=16
2026-04-19 01:24:41,364 [INFO] Transformed offer | poste='AR/AP Masterdata Conversion Expert / Senior Manager ,Senior Consultant/Experienced Consultant' | societe='Deloitte' | lieu='Casablanca et région' | contrat=CDI | exp=Intermédiaire | tech=1 | missions=1 | competences=12
2026-04-19 01:24:41,372 [INFO] Transformed offer | poste='Data Analyst (H/F)' | societe='Inetum' | lieu='Casablanca et région' | contrat=CDI | exp=Junior | tech=5 | missions=7 | competences=13
2026-04-19 01:24:41,397 [INFO] Transformed offer | poste='Data Preparation Workstream Manager' | societe='Deloitte' | lieu='Casablanca et région' | contrat=CDI | exp=Confirmé | tech=2 | missions=4 | competences=1
2026-04-19 01:24:41,412 [INFO] Transformed offer | poste='Consultant Master Data Preparation' | societe='Deloitte' | lieu='Casablanca et région' | contrat=CDI | exp=Junior | tech=2 | missions=3 | competences=3
2026-04-19 01:24:41,422 [INFO] Transformed offer | poste='Software Full Stack Developer,' | societe='Ipanema' | lieu='Autres régions' | contrat=CDI | exp=Intermédiaire | tech=8 | missions=7 | competences=3
2026-04-19 01:24:41,429 [INFO] Transformed offer | poste='Software Lead Developer' | societe='Ipanema' | lieu='Casablanca et région' | contrat=CDI | exp=Expert | tech=8 | missions=14 | competences=2
2026-04-19 01:24:41,441 [INFO] Transformed offer | poste='Program Manager Smart Services / Technical Lead Data Quality (F/H)' | societe='Sofrecom' | lieu='Casablanca et région' | contrat=CDI | exp=Expert | tech=5 | missions=14 | competences=1
2026-04-19 01:24:41,450 [INFO] Transformed offer | poste='International Outreach Officer' | societe='Al' | lieu='Rabat et région' | contrat=CDI | exp=Confirmé | tech=0 | missions=19 | competences=20
2026-04-19 01:24:41,460 [INFO] Transformed offer | poste='Data Engineer (F/H)' | societe='Sofrecom' | lieu='Casablanca et région' | contrat=CDI | exp=Intermédiaire | tech=15 | missions=3 | competences=9
2026-04-19 01:24:41,466 [INFO] Transformed offer | poste='Submit Your Spontaneous Application and Join Stellantis !' | societe='Stellantis' | lieu='Casablanca et région' | contrat=CDI | exp=Intermédiaire | tech=0 | missions=3 | competences=3
2026-04-19 01:24:41,476 [INFO] Wrote 91 cleaned offers to C:\Users\marouane\Desktop\FindJob\transformers\data\rekrute_clean.json
